Day of Year (dec)	Total Rate[Hz]	M1 Total Rate[Hz]	M1-Vertical Rate[Hz]	M1-Inclined[Hz]
331.065057870000	128.183	53.718	27.973	25.745	
331.072002310000	127.962	53.860	27.865	25.995	
331.078946760000	127.028	53.553	27.750	25.803	
331.085891200000	127.433	53.762	27.468	26.293	
331.092835650000	127.658	53.957	27.993	25.963	
331.099780090000	126.293	53.478	27.778	25.700	
331.106724540000	127.925	54.260	28.522	25.738	
331.113668980000	127.843	53.997	28.113	25.883	
331.120613430000	126.630	53.433	27.712	25.722	
331.127557870000	83.355	35.508	18.510	16.998	
331.134502310000	127.805	53.897	27.837	26.060	
331.141446760000	127.330	54.060	27.858	26.202	
331.148391200000	127.678	54.095	28.242	25.853	
331.155335650000	127.490	53.795	27.875	25.920	
331.162280090000	127.483	53.802	27.953	25.848	
331.169224540000	127.498	54.018	28.143	25.875	
331.176168980000	127.512	54.480	28.417	26.063	
331.183113430000	127.472	54.092	28.088	26.003	
331.190057870000	127.447	54.393	28.568	25.825	
331.197002310000	127.637	54.683	28.455	26.228	
331.203946760000	128.210	54.688	28.478	26.210	
331.210891200000	127.700	54.330	28.317	26.013	
331.217835650000	127.777	54.842	28.747	26.095	
331.224780090000	127.458	54.858	28.673	26.185	
331.231724540000	126.743	54.340	28.115	26.225	
331.238668980000	127.833	55.128	28.685	26.443	
331.245613430000	127.580	54.978	28.722	26.257	
331.252557870000	84.142	36.438	18.878	17.560	
331.259502310000	127.608	55.725	29.400	26.325	
331.266446760000	127.653	55.440	28.602	26.838	
331.273391200000	126.538	54.765	28.510	26.255	
331.280335650000	126.643	54.995	28.592	26.403	
331.287280090000	127.725	55.447	29.097	26.350	
331.294224540000	126.487	55.347	28.985	26.362	
331.301168980000	127.547	55.413	28.997	26.417	
331.308113430000	126.547	55.183	29.030	26.153	
331.315057870000	127.297	55.390	28.922	26.468	
331.322002310000	126.952	55.660	29.017	26.643	
331.328946760000	126.813	55.967	29.568	26.398	
331.335891200000	126.322	55.318	28.785	26.533	
331.342835650000	126.618	55.588	29.168	26.420	
331.349780090000	126.763	55.885	29.212	26.673	
331.356724540000	126.267	55.727	29.248	26.478	
331.363668980000	127.058	56.008	29.160	26.848	
331.370613430000	127.012	55.277	28.885	26.392	
331.377557870000	84.492	36.833	19.272	17.562	
331.384502310000	126.887	55.555	29.027	26.528	
331.391446760000	126.005	55.397	29.162	26.235	
331.398391200000	126.965	56.265	29.395	26.870	
331.405335650000	127.455	55.613	29.433	26.180	
331.412280090000	128.213	55.795	29.427	26.368	
331.419224540000	127.643	55.495	29.378	26.117	
331.426168980000	127.963	55.507	29.462	26.045	
331.433113430000	128.145	56.588	30.115	26.473	
331.440057870000	128.398	56.050	29.885	26.165	
331.447002310000	128.660	55.618	29.347	26.272	
331.453946760000	127.917	55.618	29.178	26.440	
331.460891200000	127.217	56.280	29.720	26.560	
331.467835650000	127.100	55.495	29.188	26.307	
331.474780090000	127.957	55.637	29.552	26.085	
331.481724540000	127.422	55.197	29.492	25.705	
331.488668980000	128.908	55.908	29.757	26.152	
331.495613430000	129.607	55.867	29.502	26.365	
331.502557870000	84.337	36.148	19.188	16.960	
331.509502310000	129.120	55.992	29.495	26.497	
331.516446760000	129.397	55.690	29.688	26.002	
331.523391200000	129.525	55.813	29.573	26.240	
331.530335650000	127.917	55.715	29.468	26.247	
331.537280090000	129.168	56.778	30.175	26.603	
331.544224540000	127.977	55.808	29.645	26.163	
331.551168980000	127.735	56.032	29.667	26.365	
331.558113430000	128.283	55.693	29.405	26.288	
331.565057870000	129.218	55.793	29.897	25.897	
331.572002310000	129.743	56.415	30.180	26.235	
331.578946760000	129.388	56.027	29.728	26.298	
331.585891200000	129.753	56.562	29.722	26.840	
331.592835650000	129.625	56.053	29.813	26.240	
331.599780090000	128.615	56.055	29.650	26.405	
331.606724540000	127.778	55.928	29.540	26.388	
331.613668980000	128.108	56.015	29.523	26.492	
331.620613430000	128.017	56.082	29.613	26.468	
331.627557870000	85.113	36.985	19.670	17.315	
331.634502310000	129.438	56.790	30.030	26.760	
331.641446760000	129.282	56.300	29.695	26.605	
331.648391200000	129.062	56.493	29.850	26.643	
331.655335650000	128.147	56.295	29.757	26.538	
331.662280090000	127.735	56.603	29.993	26.610	
331.669224540000	127.490	56.178	29.657	26.522	
331.676168980000	127.637	56.073	29.538	26.535	
331.683113430000	127.292	56.563	29.792	26.772	
331.690057870000	127.545	56.518	29.807	26.712	
331.697002310000	125.965	56.145	29.635	26.510	
331.703946760000	126.482	56.755	29.965	26.790	
331.710891200000	127.412	57.217	30.130	27.087	
331.717835650000	128.185	56.053	29.452	26.602	
331.724780090000	126.495	55.770	29.478	26.292	
331.731724540000	127.548	56.722	29.853	26.868	
331.738668980000	128.113	56.992	30.117	26.875	
331.745613430000	126.162	56.545	29.607	26.938	
331.752557870000	83.325	37.455	19.687	17.768	
331.759502310000	128.223	56.440	29.818	26.622	
331.766446760000	127.693	56.310	29.525	26.785	
331.773391200000	127.840	56.267	29.862	26.405	
331.780335650000	128.182	56.362	30.152	26.210	
331.787280090000	128.558	56.425	29.808	26.617	
331.794224540000	128.030	56.598	29.877	26.722	
331.801168980000	128.013	56.108	29.753	26.355	
331.808113430000	128.440	56.687	29.825	26.862	
331.815057870000	128.323	56.427	29.888	26.538	
331.822002310000	128.433	56.687	29.693	26.993	
331.828946760000	129.288	56.453	29.462	26.992	
331.835891200000	129.013	56.700	29.673	27.027	
331.842835650000	126.955	56.297	29.805	26.492	
331.849780090000	127.935	56.350	29.963	26.387	
331.856724540000	127.772	56.818	29.773	27.045	
331.863668980000	127.463	56.957	30.077	26.880	
331.870613430000	127.980	56.367	29.698	26.668	
331.877557870000	83.108	37.178	19.637	17.542	
331.884502310000	128.550	56.485	30.003	26.482	
331.891446760000	128.515	56.275	29.627	26.648	
331.898391200000	128.160	55.758	29.515	26.243	
331.905335650000	128.113	55.975	29.655	26.320	
331.912280090000	128.792	56.393	29.517	26.877	
331.919224540000	128.277	56.223	29.460	26.763	
331.926168980000	128.138	56.310	29.602	26.708	
331.933113430000	127.873	56.135	29.470	26.665	
331.940057870000	128.627	56.447	29.807	26.640	
331.947002310000	128.450	56.303	29.625	26.678	
331.953946760000	128.240	56.188	29.505	26.683	
331.960891200000	128.300	55.980	29.650	26.330	
331.967835650000	127.900	56.078	29.845	26.233	
331.974780090000	128.337	56.477	29.945	26.532	
331.981724540000	127.777	56.152	29.793	26.358	
331.988668980000	127.642	56.335	29.457	26.878	
331.995613430000	128.420	56.202	29.508	26.693	
332.002557870000	83.828	36.432	19.277	17.155	
332.009502310000	129.200	56.217	29.788	26.428	
332.016446760000	129.087	56.405	29.852	26.553	
332.023391200000	128.975	56.272	29.482	26.790	
332.030335650000	127.217	56.033	29.587	26.447	
332.037280090000	128.145	56.257	29.797	26.460	
332.044224540000	129.572	56.280	29.638	26.642	
332.051168980000	128.893	56.793	29.543	27.250	
332.058113430000	128.460	56.305	29.765	26.540	
332.065057870000	129.005	56.608	29.975	26.633	
332.072002310000	129.637	56.552	29.895	26.657	
332.078946760000	128.972	56.343	29.790	26.553	
332.085891200000	129.395	55.842	29.790	26.052	
332.092835650000	129.873	56.975	30.012	26.963	
332.099780090000	129.235	56.402	30.057	26.345	
332.106724540000	129.405	56.310	29.827	26.483	
332.113668980000	129.247	56.700	30.022	26.678	
332.120613430000	129.303	56.562	30.193	26.368	
332.127557870000	84.802	37.412	19.615	17.797	
332.134502310000	128.793	57.382	30.617	26.765	
332.141446760000	128.750	57.253	30.238	27.015	
332.148391200000	128.448	56.655	29.980	26.675	
332.155335650000	129.513	57.312	30.373	26.938	
332.162280090000	129.240	56.638	30.032	26.607	
332.169224540000	129.008	57.287	30.575	26.712	
332.176168980000	128.282	57.048	30.320	26.728	
332.183113430000	126.673	56.547	29.642	26.905	
332.190057870000	127.180	56.928	30.130	26.798	
332.197002310000	128.015	57.245	30.482	26.763	
332.203946760000	127.452	57.083	30.220	26.863	
332.210891200000	127.227	56.920	30.122	26.798	
332.217835650000	127.147	57.227	30.333	26.893	
332.224780090000	127.153	57.248	30.242	27.007	
332.231724540000	127.455	57.308	30.215	27.093	
332.238668980000	127.717	56.680	30.108	26.572	
332.245613430000	127.675	57.015	30.317	26.698	
332.252557870000	83.842	37.438	19.747	17.692	
332.259502310000	128.288	57.405	30.352	27.053	
332.266446760000	127.955	57.248	30.188	27.060	
332.273391200000	127.405	56.902	30.178	26.723	
332.280335650000	126.715	57.440	30.363	27.077	
332.287280090000	127.272	57.890	30.867	27.023	
332.294224540000	127.235	57.643	30.620	27.023	
332.301168980000	127.605	57.245	30.278	26.967	
332.308113430000	126.657	57.010	29.933	27.077	
332.315057870000	127.403	57.178	30.145	27.033	
332.322002310000	127.482	57.365	30.213	27.152	
332.328946760000	126.652	57.150	30.393	26.757	
332.335891200000	127.580	57.567	30.683	26.883	
332.342835650000	127.035	57.035	30.327	26.708	
332.349780090000	127.750	56.943	29.940	27.003	
332.356724540000	128.408	57.560	30.565	26.995	
332.363668980000	128.175	57.453	30.562	26.892	
332.370613430000	128.472	57.462	30.462	27.000	
332.377557870000	83.862	37.647	19.968	17.678	
332.384502310000	127.665	57.368	30.495	26.873	
332.391446760000	127.767	57.637	30.588	27.048	
332.398391200000	126.257	56.693	30.060	26.633	
332.405335650000	127.360	57.662	30.473	27.188	
332.412280090000	127.757	56.915	30.265	26.650	
332.419224540000	128.010	57.293	30.377	26.917	
332.426168980000	127.217	57.343	30.378	26.965	
332.433113430000	127.977	58.020	30.692	27.328	
332.440057870000	126.825	57.307	30.535	26.772	
332.447002310000	126.660	57.887	30.475	27.412	
332.453946760000	126.265	57.160	30.130	27.030	
332.460891200000	126.440	57.533	30.438	27.095	
332.467835650000	127.452	57.700	30.533	27.167	
332.474780090000	127.057	57.920	30.842	27.078	
332.481724540000	126.398	57.740	30.607	27.133	
332.488668980000	126.018	57.263	30.388	26.875	
332.495613430000	125.767	57.430	30.227	27.203	
332.502557870000	83.147	38.137	20.103	18.033	
332.509502310000	127.863	57.345	30.337	27.008	
332.516446760000	128.092	57.627	30.957	26.670	
332.523391200000	127.563	57.215	30.350	26.865	
332.530335650000	127.628	57.835	30.618	27.217	
332.537280090000	127.553	58.132	30.687	27.445	
332.544224540000	126.968	57.642	30.642	27.000	
332.551168980000	127.682	57.897	30.462	27.435	
332.558113430000	127.578	57.598	30.538	27.060	
332.565057870000	127.518	57.510	30.290	27.220	
332.572002310000	128.147	58.157	30.677	27.480	
332.578946760000	127.648	57.592	30.507	27.085	
332.585891200000	128.527	57.850	30.380	27.470	
332.592835650000	128.260	57.380	30.240	27.140	
332.599780090000	129.403	58.390	31.002	27.388	
332.606724540000	128.865	57.353	30.115	27.238	
332.613668980000	129.165	57.778	30.637	27.142	
332.620613430000	129.592	57.988	30.872	27.117	
332.627557870000	84.837	38.095	20.292	17.803	
332.634502310000	129.317	57.778	30.827	26.952	
332.641446760000	129.142	57.332	30.382	26.950	
332.648391200000	129.777	57.603	30.480	27.123	
332.655335650000	130.538	57.922	30.385	27.537	
332.662280090000	129.417	58.097	30.612	27.485	
332.669224540000	129.177	57.930	30.798	27.132	
332.676168980000	127.578	57.480	30.642	26.838	
332.683113430000	129.298	58.297	30.677	27.620	
332.690057870000	128.238	57.830	30.923	26.907	
332.697002310000	129.622	57.952	30.667	27.285	
332.703946760000	128.880	57.710	30.647	27.063	
332.710891200000	129.057	58.142	31.005	27.137	
332.717835650000	129.472	57.777	30.437	27.340	
332.724780090000	129.515	57.508	30.730	26.778	
332.731724540000	129.038	57.800	30.565	27.235	
332.738668980000	130.113	57.988	30.570	27.418	
332.745613430000	130.237	58.150	30.882	27.268	
332.752557870000	85.760	37.868	20.227	17.642	
332.759502310000	129.752	57.980	30.728	27.252	
332.766446760000	129.152	57.843	30.665	27.178	
332.773391200000	129.032	57.877	30.625	27.252	
332.780335650000	129.875	57.873	30.857	27.017	
332.787280090000	129.238	57.720	30.620	27.100	
332.794224540000	129.817	57.965	30.740	27.225	
332.801168980000	129.133	58.182	30.752	27.430	
332.808113430000	129.432	58.108	30.485	27.623	
332.815057870000	129.690	58.008	30.662	27.347	
332.822002310000	128.970	57.743	30.490	27.253	
332.828946760000	129.565	57.567	30.610	26.957	
332.835891200000	130.172	58.230	30.917	27.313	
332.842835650000	130.097	57.815	30.747	27.068	
332.849780090000	129.425	57.385	30.672	26.713	
332.856724540000	130.037	57.540	30.337	27.203	
332.863668980000	129.043	57.713	30.528	27.185	
332.870613430000	128.845	57.968	30.748	27.220	
332.877557870000	84.837	37.842	19.905	17.937	
332.884502310000	129.023	58.043	31.047	26.997	
332.891446760000	127.918	57.413	30.440	26.973	
332.898391200000	127.993	57.855	30.818	27.037	
332.905335650000	128.188	57.858	30.688	27.170	
332.912280090000	127.900	57.787	30.623	27.163	
332.919224540000	126.937	56.965	30.200	26.765	
332.926168980000	128.260	57.497	30.725	26.772	
332.933113430000	128.675	57.830	30.783	27.047	
332.940057870000	129.162	58.333	30.977	27.357	
332.947002310000	128.555	57.858	30.655	27.203	
332.953946760000	127.170	57.083	30.363	26.720	
332.960891200000	127.908	57.873	30.607	27.267	
332.967835650000	127.752	57.582	30.733	26.848	
332.974780090000	126.898	57.942	30.937	27.005	
332.981724540000	126.637	58.485	30.930	27.555	
332.988668980000	126.388	58.013	30.443	27.570	
332.995613430000	128.695	58.258	30.953	27.305	
333.002557870000	84.937	38.127	20.078	18.048	
333.009502310000	127.618	57.768	30.425	27.343	
333.016446760000	127.840	58.027	30.880	27.147	
333.023391200000	128.337	57.533	30.412	27.122	
333.030335650000	128.370	57.850	30.763	27.087	
333.037280090000	129.115	58.155	31.053	27.102	
333.044224540000	127.685	57.497	30.583	26.913	
333.051168980000	128.062	57.552	30.927	26.625	
333.058113430000	127.687	57.693	30.605	27.088	
333.065057870000	127.668	57.785	30.783	27.002	
333.072002310000	128.185	57.400	30.482	26.918	
333.078946760000	127.793	57.798	30.928	26.870	
333.085891200000	128.155	58.238	31.225	27.013	
333.092835650000	127.533	57.942	31.035	26.907	
333.099780090000	128.063	58.483	31.283	27.200	
333.106724540000	128.025	57.878	31.035	26.843	
333.113668980000	128.468	58.280	31.095	27.185	
333.120613430000	128.385	58.190	30.920	27.270	
333.127557870000	83.767	38.038	20.138	17.900	
333.134502310000	127.132	57.892	30.658	27.233	
333.141446760000	128.077	58.877	31.288	27.588	
333.148391200000	127.913	58.418	31.267	27.152	
333.155335650000	127.503	58.658	31.045	27.613	
333.162280090000	126.998	58.520	30.823	27.697	
333.169224540000	127.077	58.417	31.228	27.188	
333.176168980000	127.110	58.423	31.107	27.317	
333.183113430000	127.198	58.447	31.302	27.145	
333.190057870000	127.560	58.590	31.063	27.527	
333.197002310000	126.840	58.555	30.998	27.557	
333.203946760000	126.132	58.683	31.078	27.605	
333.210891200000	126.535	59.187	31.290	27.897	
333.217835650000	126.702	59.457	31.753	27.703	
333.224780090000	127.413	59.388	31.602	27.787	
333.231724540000	126.393	59.028	31.420	27.608	
333.238668980000	126.888	58.477	30.968	27.508	
333.245613430000	126.582	58.682	31.332	27.350	
333.252557870000	83.620	38.610	20.487	18.123	
333.259502310000	126.740	58.662	31.163	27.498	
333.266446760000	127.377	59.482	31.918	27.563	
333.273391200000	126.758	59.497	31.538	27.958	
333.280335650000	127.497	58.928	31.520	27.408	
333.287280090000	128.032	59.303	31.660	27.643	
333.294224540000	127.995	58.903	31.245	27.658	
333.301168980000	127.077	58.767	31.162	27.605	
333.308113430000	127.608	58.145	30.883	27.262	
333.315057870000	127.528	58.543	31.498	27.045	
333.322002310000	127.127	58.390	31.333	27.057	
333.328946760000	127.408	59.110	31.623	27.487	
333.335891200000	128.788	59.368	31.587	27.782	
333.342835650000	128.547	59.327	31.740	27.587	
333.349780090000	128.767	58.933	31.133	27.800	
333.356724540000	127.508	58.742	31.333	27.408	
333.363668980000	127.092	59.038	31.427	27.612	
333.370613430000	126.227	58.837	31.505	27.332	
333.377557870000	82.925	38.958	20.615	18.343	
333.384502310000	127.902	59.373	31.505	27.868	
333.391446760000	128.257	59.272	31.292	27.980	
333.398391200000	127.953	59.238	31.848	27.390	
333.405335650000	127.543	58.893	31.377	27.517	
333.412280090000	127.992	58.937	31.595	27.342	
333.419224540000	127.848	59.087	31.665	27.422	
333.426168980000	128.712	59.305	31.712	27.593	
333.433113430000	127.603	59.107	31.787	27.320	
333.440057870000	128.017	59.172	31.757	27.415	
333.447002310000	129.047	59.437	31.805	27.632	
333.453946760000	129.337	58.507	31.312	27.195	
333.460891200000	128.400	58.327	31.202	27.125	
333.467835650000	128.082	58.945	31.492	27.453	
333.474780090000	128.930	58.613	31.275	27.338	
333.481724540000	128.980	58.922	31.348	27.573	
333.488668980000	128.657	59.445	31.862	27.583	
333.495613430000	129.613	59.790	31.772	28.018	
333.502557870000	85.547	39.228	20.885	18.343	
333.509502310000	128.878	59.263	31.555	27.708	
333.516446760000	128.313	59.205	31.638	27.567	
333.523391200000	128.253	58.393	31.252	27.142	
333.530335650000	128.973	59.827	31.862	27.965	
333.537280090000	129.045	59.510	31.605	27.905	
333.544224540000	128.192	58.787	31.435	27.352	
333.551168980000	129.428	59.637	31.727	27.910	
333.558113430000	128.973	58.907	31.842	27.065	
333.565057870000	129.902	59.490	31.655	27.835	
333.572002310000	129.465	59.027	31.427	27.600	
333.578946760000	130.123	59.292	31.607	27.685	
333.585891200000	129.642	58.973	31.268	27.705	
333.592835650000	128.820	58.847	31.178	27.668	
333.599780090000	128.142	58.705	31.163	27.542	
333.606724540000	129.642	59.458	31.667	27.792	
333.613668980000	130.063	59.093	31.418	27.675	
333.620613430000	129.253	58.983	31.718	27.265	
333.627557870000	85.242	39.485	21.135	18.350	
333.634502310000	130.282	58.847	31.275	27.572	
333.641446760000	130.177	59.805	31.698	28.107	
333.648391200000	129.737	59.605	31.260	28.345	
333.655335650000	127.513	58.922	31.167	27.755	
333.662280090000	128.803	59.272	31.270	28.002	
333.669224540000	129.933	60.082	31.595	28.487	
333.676168980000	127.913	60.057	32.168	27.888	
333.683113430000	128.890	59.690	31.735	27.955	
333.690057870000	128.712	59.452	31.543	27.908	
333.697002310000	128.270	59.038	31.027	28.012	
333.703946760000	128.533	59.463	31.630	27.833	
333.710891200000	129.070	59.670	31.843	27.827	
333.717835650000	128.180	58.952	31.203	27.748	
333.724780090000	129.692	59.843	31.665	28.178	
333.731724540000	129.622	59.357	31.298	28.058	
333.738668980000	129.443	59.223	31.668	27.555	
333.745613430000	129.530	59.603	31.383	28.220	
333.752557870000	85.998	39.170	20.737	18.433	
333.759502310000	129.757	59.027	31.055	27.972	
333.766446760000	130.903	59.737	31.903	27.833	
333.773391200000	130.480	59.118	31.378	27.740	
333.780335650000	130.597	59.585	31.520	28.065	
333.787280090000	130.225	59.188	31.183	28.005	
333.794224540000	131.175	59.393	31.722	27.672	
333.801168980000	129.692	58.662	31.183	27.478	
333.808113430000	130.202	58.800	31.283	27.517	
333.815057870000	130.603	58.758	31.172	27.587	
333.822002310000	130.443	59.080	31.392	27.688	
333.828946760000	130.267	58.570	31.268	27.302	
333.835891200000	129.932	58.932	31.300	27.632	
333.842835650000	130.460	58.823	31.200	27.623	
333.849780090000	129.363	58.070	30.985	27.085	
333.856724540000	130.368	58.838	31.345	27.493	
333.863668980000	130.455	59.167	31.342	27.825	
333.870613430000	130.170	58.995	31.457	27.538	
333.877557870000	85.387	38.562	20.612	17.950	
333.884502310000	130.787	59.565	31.605	27.960	
333.891446760000	129.930	59.053	31.245	27.808	
333.898391200000	129.460	58.638	31.117	27.522	
333.905335650000	129.345	59.202	31.517	27.685	
333.912280090000	129.480	59.205	31.577	27.628	
333.919224540000	130.260	59.713	31.807	27.907	
333.926168980000	129.413	58.573	31.052	27.522	
333.933113430000	129.118	59.035	31.183	27.852	
333.940057870000	128.660	58.923	31.535	27.388	
333.947002310000	129.072	59.695	31.510	28.185	
333.953946760000	128.547	58.735	31.230	27.505	
333.960891200000	128.617	59.157	31.303	27.853	
333.967835650000	128.637	58.682	31.255	27.427	
333.974780090000	128.573	58.300	30.788	27.512	
333.981724540000	128.870	58.582	31.020	27.562	
333.988668980000	128.657	59.252	31.515	27.737	
333.995613430000	129.277	58.447	31.037	27.410	
334.002557870000	86.002	38.888	20.695	18.193	
334.009502310000	129.312	58.600	31.353	27.247	
334.016446760000	129.078	58.895	31.242	27.653	
334.023391200000	128.480	58.272	30.973	27.298	
334.030335650000	128.828	58.782	31.298	27.483	
334.037280090000	128.333	58.642	31.270	27.372	
334.044224540000	128.643	59.122	31.332	27.790	
334.051168980000	129.270	58.887	31.428	27.458	
334.058113430000	129.432	59.007	31.287	27.720	
334.065057870000	128.752	58.615	31.152	27.463	
334.072002310000	128.798	58.915	31.405	27.510	
334.078946760000	128.317	59.392	31.222	28.170	
334.085891200000	127.155	58.355	30.998	27.357	
334.092835650000	128.088	59.097	31.332	27.765	
334.099780090000	128.210	59.405	31.973	27.432	
334.106724540000	128.578	59.470	31.803	27.667	
334.113668980000	128.627	59.375	31.698	27.677	
334.120613430000	128.120	59.377	31.770	27.607	
334.127557870000	84.492	38.752	20.753	17.998	
334.134502310000	127.463	59.170	31.362	27.808	
334.141446760000	127.193	58.795	31.477	27.318	
334.148391200000	128.380	59.048	31.437	27.612	
334.155335650000	127.768	59.277	31.440	27.837	
334.162280090000	127.228	59.215	31.612	27.603	
334.169224540000	127.782	59.052	31.743	27.308	
334.176168980000	127.082	59.540	31.763	27.777	
334.183113430000	128.655	59.408	31.647	27.762	
334.190057870000	128.808	59.523	31.642	27.882	
334.197002310000	129.057	59.515	31.955	27.560	
334.203946760000	128.053	59.533	31.680	27.853	
334.210891200000	127.937	59.188	31.340	27.848	
334.217835650000	127.535	60.005	31.942	28.063	
334.224780090000	128.227	59.477	31.885	27.592	
334.231724540000	128.665	59.940	31.998	27.942	
334.238668980000	127.677	59.977	31.930	28.047	
334.245613430000	127.192	60.097	31.907	28.190	
334.252557870000	84.217	39.848	21.132	18.717	
334.259502310000	127.218	60.112	32.202	27.910	
334.266446760000	127.428	60.053	31.938	28.115	
334.273391200000	127.615	59.805	32.055	27.750	
334.280335650000	129.377	59.497	31.638	27.858	
334.287280090000	128.698	60.172	32.262	27.910	
334.294224540000	127.967	59.792	31.820	27.972	
334.301168980000	129.102	59.825	31.855	27.970	
334.308113430000	129.208	59.435	31.833	27.602	
334.315057870000	129.238	59.660	31.722	27.938	
334.322002310000	129.207	60.130	32.312	27.818	
334.328946760000	129.103	59.918	31.758	28.160	
334.335891200000	128.880	59.668	31.975	27.693	
334.342835650000	129.738	59.872	31.762	28.110	
334.349780090000	129.908	60.672	32.348	28.323	
334.356724540000	129.073	59.993	31.987	28.007	
334.363668980000	129.067	59.613	31.712	27.902	
334.370613430000	129.030	60.375	32.247	28.128	
334.377557870000	84.238	39.573	21.230	18.343	
334.384502310000	129.400	60.393	32.223	28.170	
334.391446760000	129.457	60.015	31.972	28.043	
334.398391200000	129.197	60.242	32.375	27.867	
334.405335650000	129.832	60.362	32.273	28.088	
334.412280090000	129.992	60.662	32.342	28.320	
334.419224540000	129.353	59.933	31.818	28.115	
334.426168980000	129.838	60.073	32.120	27.953	
334.433113430000	129.395	60.030	31.922	28.108	
334.440057870000	128.543	60.065	32.132	27.933	
334.447002310000	127.903	59.632	31.708	27.923	
334.453946760000	129.107	60.172	32.122	28.050	
334.460891200000	130.272	60.305	32.090	28.215	
334.467835650000	129.425	59.677	31.883	27.793	
334.474780090000	128.410	60.067	32.155	27.912	
334.481724540000	128.743	60.580	32.320	28.260	
334.488668980000	129.600	59.658	31.820	27.838	
334.495613430000	130.282	60.120	32.247	27.873	
334.502557870000	85.497	39.340	20.863	18.477	
334.509502310000	129.817	60.200	32.178	28.022	
334.516446760000	128.987	60.480	32.485	27.995	
334.523391200000	128.732	60.202	32.112	28.090	
334.530335650000	129.940	60.888	32.405	28.483	
334.537280090000	129.673	59.778	31.872	27.907	
334.544224540000	130.167	59.847	31.722	28.125	
334.551168980000	129.142	60.163	31.915	28.248	
334.558113430000	130.357	59.870	31.967	27.903	
334.565057870000	130.382	60.233	32.195	28.038	
334.572002310000	130.213	60.602	32.272	28.330	
334.578946760000	128.752	60.555	32.280	28.275	
334.585891200000	128.617	60.227	31.818	28.408	
334.592835650000	129.485	60.165	31.928	28.237	
334.599780090000	129.962	60.795	32.318	28.477	
334.606724540000	129.625	60.600	32.103	28.497	
334.613668980000	129.152	60.240	31.782	28.458	
334.620613430000	129.480	60.612	32.418	28.193	
334.627557870000	85.670	39.723	21.108	18.615	
334.634502310000	130.333	60.428	31.820	28.608	
334.641446760000	129.425	60.307	31.943	28.363	
334.648391200000	129.660	60.008	31.753	28.255	
334.655335650000	130.157	60.683	32.382	28.302	
334.662280090000	130.513	60.373	31.885	28.488	
334.669224540000	130.483	59.990	31.805	28.185	
334.676168980000	130.013	60.023	31.833	28.190	
334.683113430000	129.893	60.758	32.287	28.472	
334.690057870000	129.298	59.738	31.520	28.218	
334.697002310000	130.517	59.925	31.923	28.002	
334.703946760000	130.387	60.520	32.355	28.165	
334.710891200000	130.355	60.478	31.900	28.578	
334.717835650000	130.560	60.463	32.083	28.380	
334.724780090000	129.853	60.308	31.980	28.328	
334.731724540000	131.480	60.280	31.962	28.318	
334.738668980000	131.168	60.193	31.982	28.212	
334.745613430000	129.292	59.887	31.790	28.097	
334.752557870000	85.403	39.782	21.153	18.628	
334.759502310000	129.097	60.343	31.962	28.382	
334.766446760000	128.155	60.142	31.517	28.625	
334.773391200000	127.873	59.982	31.930	28.052	
334.780335650000	128.823	60.735	31.983	28.752	
334.787280090000	129.012	60.428	32.043	28.385	
334.794224540000	129.788	60.187	31.765	28.422	
334.801168980000	128.975	59.973	31.533	28.440	
334.808113430000	129.237	60.097	31.722	28.375	
334.815057870000	129.165	60.507	31.552	28.955	
334.822002310000	128.020	60.463	31.990	28.473	
334.828946760000	127.348	59.755	31.517	28.238	
334.835891200000	128.493	60.287	31.633	28.653	
334.842835650000	128.102	59.463	31.577	27.887	
334.849780090000	128.858	59.867	31.428	28.438	
334.856724540000	128.988	60.620	32.167	28.453	
334.863668980000	129.463	59.993	31.815	28.178	
334.870613430000	130.087	60.358	31.580	28.778	
334.877557870000	85.428	39.662	20.948	18.713	
334.884502310000	130.535	60.792	32.027	28.765	
334.891446760000	129.675	60.247	32.207	28.040	
334.898391200000	128.648	59.278	31.150	28.128	
334.905335650000	129.197	60.162	31.988	28.173	
334.912280090000	129.465	60.367	31.740	28.627	
334.919224540000	128.780	59.670	31.588	28.082	
334.926168980000	129.692	60.645	32.087	28.558	
334.933113430000	129.138	60.112	31.353	28.758	
334.940057870000	129.027	59.815	31.648	28.167	
334.947002310000	130.107	59.880	31.560	28.320	
334.953946760000	130.205	60.098	31.698	28.400	
334.960891200000	129.832	59.878	31.453	28.425	
334.967835650000	130.800	59.932	31.863	28.068	
334.974780090000	130.388	59.560	31.317	28.243	
334.981724540000	130.062	60.183	32.072	28.112	
334.988668980000	130.032	59.743	31.807	27.937	
334.995613430000	130.070	60.128	31.933	28.195	
335.002557870000	85.200	39.155	20.718	18.437	
335.009502310000	129.943	60.115	31.722	28.393	
335.016446760000	129.208	59.027	31.122	27.905	
335.023391200000	129.530	60.158	31.797	28.362	
335.030335650000	129.668	60.255	32.163	28.092	
335.037280090000	130.097	59.802	31.762	28.040	
335.044224540000	130.505	60.033	31.547	28.487	
335.051168980000	130.368	60.310	32.207	28.103	
335.058113430000	129.242	59.878	31.673	28.205	
335.065057870000	129.875	60.138	32.050	28.088	
335.072002310000	129.068	60.240	31.932	28.308	
335.078946760000	128.797	60.125	31.778	28.347	
335.085891200000	129.807	60.478	32.053	28.425	
